Query,Region,Title,Price (USD),Time Left,Buying Options,Condition,Health,Scrap Value,Off-Market Contacts,Seller,Link,Image
vintage watch,EBAY_US,Vintage YES Watch Solstice Series Rare Ana-Digi 24-Hour Celestial Watch BRAND...,541,6h 44m,"Buy It Now, Bidding",New with box and papers,UNKNOWN,N/A,None,m.b.ca_9,"=HYPERLINK(""https://www.ebay.com/itm/336780139465?_skw=vintage+watch&hash=item4e69a91bc9:g:QOMAAeSwinpqgIOZ"", ""Open eBay"")",https://i.ebayimg.com/images/g/QOMAAeSwinpqgIOZ/s-l225.jpg
vintage watch,EBAY_US,Citizen Eagle 7 71-1012 Automatic 4-062094 SMT Day/Date Vintage Watch,75,6h 45m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,platinum7777,"=HYPERLINK(""https://www.ebay.com/itm/287567533537?_skw=vintage+watch&hash=item42f45c55e1:g:e8wAAeSweEtqd0kH"", ""Open eBay"")",https://i.ebayimg.com/images/g/e8wAAeSweEtqd0kH/s-l225.jpg
vintage watch,EBAY_US,Vintage Bulova Ladies 14 K Karat Gold Filled Wrist Running Keeps Time,100,7h 10m,"Buy It Now, Bidding",Pre-owned - Excellent,RUNNING,N/A,None,franb4000,"=HYPERLINK(""https://www.ebay.com/itm/278346192579?_skw=vintage+watch&hash=item40ceb9d6c3:g:XnUAAeSwCCBoqbEk"", ""Open eBay"")",https://i.ebayimg.com/images/g/XnUAAeSwCCBoqbEk/s-l225.jpg
vintage watch,EBAY_US,"Seiko 5 Men's Automatic Wristwatch Vintage, Day/Date, Japan",125,7h 11m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,watchesandracing,"=HYPERLINK(""https://www.ebay.com/itm/398362582870?_skw=vintage+watch&hash=item5cc0429f56:g:tnoAAeSwlOZqVezq"", ""Open eBay"")",https://i.ebayimg.com/images/g/tnoAAeSwlOZqVezq/s-l225.jpg
vintage watch,EBAY_US,Lot of two his and hers vintage Timex watches. 31 and 25 mm￼1970. New bands and,150,7h 17m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,thom4155,"=HYPERLINK(""https://www.ebay.com/itm/318830140303?_skw=vintage+watch&hash=item4a3bc1db8f:g:1aIAAeSwM6BqnDl3"", ""Open eBay"")",https://i.ebayimg.com/images/g/1aIAAeSwM6BqnDl3/s-l225.jpg
vintage watch,EBAY_US,VINTAGE SEIKO 5 AUTOMATIC 7009A JAPAN MENS ORIGINAL DIAL WATCH a3152-S,112,7h 23m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227510602983?_skw=vintage+watch&hash=item34f8b04ce7:g:Cw4AAeSw-h9qezei"", ""Open eBay"")",https://i.ebayimg.com/images/g/Cw4AAeSw-h9qezei/s-l225.jpg
vintage watch,EBAY_US,Rare & Vintage Wittnauer  DIAMOND PREMIER Gold Quartz Watch NOS W/Tag,225,7h 32m,"Buy It Now, Bidding",New with imperfections,UNKNOWN,N/A,None,luna-69,"=HYPERLINK(""https://www.ebay.com/itm/147552329090?_skw=vintage+watch&hash=item225acddd82:g:etwAAeSwK6FqnD1C"", ""Open eBay"")",https://i.ebayimg.com/images/g/etwAAeSwK6FqnD1C/s-l225.jpg
vintage watch,EBAY_US,Vintage Seiko Mickey Mouse Day-Date Gold Tone Quartz Watch 5Y23-7079 Head Only,105,7h 39m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318830209966?_skw=vintage+watch&hash=item4a3bc2ebae:g:5kwAAeSw6wNqnEBL"", ""Open eBay"")",https://i.ebayimg.com/images/g/5kwAAeSw6wNqnEBL/s-l225.jpg
vintage watch,EBAY_US,"Lot Of 7 Vintage Bulova, Ladies Elgin, Wadsworth, Elgin watches and bands",100,7h 42m,"Buy It Now, Bidding",For parts or not working,UNKNOWN,N/A,None,tami407,"=HYPERLINK(""https://www.ebay.com/itm/117400761141?_skw=vintage+watch&hash=item1b55a17335:g:EEMAAeSweqpqnuMg"", ""Open eBay"")",https://i.ebayimg.com/images/g/EEMAAeSweqpqnuMg/s-l225.jpg
vintage watch,EBAY_US,VINTAGE SEIKO 5 AUTOMATIC 7019A JAPAN MENS BLACK COLOR DIAL WATCH a3228-S,137,8h 23m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227510689128?_skw=vintage+watch&hash=item34f8b19d68:g:Ev8AAeSw7zhqnDNi"", ""Open eBay"")",https://i.ebayimg.com/images/g/Ev8AAeSw7zhqnDNi/s-l225.jpg
vintage watch,EBAY_US,Seiko Women's Hi-Beat Automatic Watch Vintage 2206-0099 Running Condition Rare,165,8h 27m,"Buy It Now, Bidding",Pre-owned - Good,RUNNING,N/A,None,real-deal*305,"=HYPERLINK(""https://www.ebay.com/itm/820091420602?_skw=vintage+watch&hash=itembef141ffba:g:kQUAAeSwEQFqnEmp"", ""Open eBay"")",https://i.ebayimg.com/images/g/kQUAAeSwEQFqnEmp/s-l225.jpg
vintage watch,EBAY_US,Vintage Croton Ladies Watch Cr207115rhpv Unused In Box,129,9h 18m,"Buy It Now, Bidding",New without box or papers,UNKNOWN,N/A,None,jeresull_62,"=HYPERLINK(""https://www.ebay.com/itm/800627007776?_skw=vintage+watch&hash=itemba6916a120:g:IYQAAeSwawVqTPrY"", ""Open eBay"")",https://i.ebayimg.com/images/g/IYQAAeSwawVqTPrY/s-l225.jpg
vintage watch,EBAY_US,VINTAGE ALLWYN HAND-WINDING 6300A INDIA MENS ORIGINAL DIAL WATCH a3213-S,81,9h 23m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227510760408?_skw=vintage+watch&hash=item34f8b2b3d8:g:x20AAeSwdy9qnDbF"", ""Open eBay"")",https://i.ebayimg.com/images/g/x20AAeSwdy9qnDbF/s-l225.jpg
vintage watch,EBAY_US,Armitron Vintage Quartz Bugs Bunny Cartoon Dial Watches Lot of 3 Gray/Blue/Brown,50,9h 39m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,papermaster1,"=HYPERLINK(""https://www.ebay.com/itm/307164739884?_skw=vintage+watch&hash=item478471f92c:g:AIgAAeSwrBFqnFt2"", ""Open eBay"")",https://i.ebayimg.com/images/g/AIgAAeSwrBFqnFt2/s-l225.jpg
vintage watch,EBAY_US,Vintage Croton Swiss watch - Runs Great!,117,9h 45m,"Buy It Now, Bidding",Pre-owned - Good,RUNNING,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318830590500?_skw=vintage+watch&hash=item4a3bc8ba24:g:7g8AAeSwSwhqUXd1"", ""Open eBay"")",https://i.ebayimg.com/images/g/7g8AAeSwSwhqUXd1/s-l225.jpg
vintage watch,EBAY_US,Vintage Waltham Selfwinding Automatic 17 Jewels Swiss Date Silver Dial Watch,103,9h 46m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318830591245?_skw=vintage+watch&hash=item4a3bc8bd0d:g:jeEAAeSwP19qbRqe"", ""Open eBay"")",https://i.ebayimg.com/images/g/jeEAAeSwP19qbRqe/s-l225.jpg
vintage watch,EBAY_US,Vintage Caravelle by Bulova Automatic West Germany Date Gold Tone Watch with Box,109,9h 47m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318830591753?_skw=vintage+watch&hash=item4a3bc8bf09:g:zKcAAeSwTy5qcki9"", ""Open eBay"")",https://i.ebayimg.com/images/g/zKcAAeSwTy5qcki9/s-l225.jpg
vintage watch,EBAY_US,"Alfred Hammel Vintage Dress Watch, Swiss, Stainless Steel, 1.403.0.0.04",100,9h 59m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gearhead_joe,"=HYPERLINK(""https://www.ebay.com/itm/327343704440?_skw=vintage+watch&hash=item4c37348978:g:llUAAeSwUKRqUsnW"", ""Open eBay"")",https://i.ebayimg.com/images/g/llUAAeSwUKRqUsnW/s-l225.jpg
vintage watch,EBAY_US,"Men's Vintage 1991 Watch SEIKO ""Tank"" 7N39-5B20, New Battery, Excellent Cond.",75,10h 5m,"Buy It Now, Bidding",Pre-owned - Excellent,UNKNOWN,N/A,None,shadowsack,"=HYPERLINK(""https://www.ebay.com/itm/267777052808?_skw=vintage+watch&hash=item3e58c19088:g:CqcAAeSwfypptzKQ"", ""Open eBay"")",https://i.ebayimg.com/images/g/CqcAAeSwfypptzKQ/s-l225.jpg
vintage watch,EBAY_US,Elvis Presley vintage gold-tone Elvis Presley Valdawn ladies,104,10h 10m,"Buy It Now, Bidding",Pre-owned - Excellent,UNKNOWN,N/A,None,daisytita2013,"=HYPERLINK(""https://www.ebay.com/itm/206538100572?_skw=vintage+watch&hash=item3016a14f5c:g:JmYAAeSwh3Nqiez7"", ""Open eBay"")",https://i.ebayimg.com/images/g/JmYAAeSwh3Nqiez7/s-l225.jpg
vintage watch,EBAY_US,VINTAGE SEIKO 5 AUTOMATIC 7009A JAPAN MENS BLACK COLOR DIAL WATCH a3229-S,130,10h 23m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227510840459?_skw=vintage+watch&hash=item34f8b3ec8b:g:DM8AAeSw131qnDjJ"", ""Open eBay"")",https://i.ebayimg.com/images/g/DM8AAeSw131qnDjJ/s-l225.jpg
vintage watch,EBAY_US,"Vintage (1980s) Delphi III LCD Digi. Ladies Watch, Black & Gold-Tone New Battery",119,10h 36m,"Buy It Now, Bidding",New with imperfections,UNKNOWN,N/A,None,kctimewarp1,"=HYPERLINK(""https://www.ebay.com/itm/287567834077?_skw=vintage+watch&hash=item42f460ebdd:g:vmAAAeSwwz5qSKs3"", ""Open eBay"")",https://i.ebayimg.com/images/g/vmAAAeSwwz5qSKs3/s-l225.jpg
vintage watch,EBAY_US,VINTAGE SEIKO 5 AUTOMATIC 7009A JAPAN MENS BLUE COLOR DIAL WATCH a3220-S,130,11h 23m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227510903159?_skw=vintage+watch&hash=item34f8b4e177:g:j4oAAeSw9IdqnDMr"", ""Open eBay"")",https://i.ebayimg.com/images/g/j4oAAeSw9IdqnDMr/s-l225.jpg
vintage watch,EBAY_US,Vintage Diver Fossil Blue Color Changing Dial AM3612 Men's Watch,75,11h 28m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,neon-city,"=HYPERLINK(""https://www.ebay.com/itm/178470952830?_skw=vintage+watch&hash=item298db29f7e:g:odEAAeSwvTxqc-aV"", ""Open eBay"")",https://i.ebayimg.com/images/g/odEAAeSwvTxqc-aV/s-l225.jpg
vintage watch,EBAY_US,6 Watches Vintage Old Chain Wristwatch Seiko Hanowa Hamilton Cardini Sheffield,65,11h 54m,"Buy It Now, Bidding",Pre-owned - Fair,UNKNOWN,N/A,None,marandra,"=HYPERLINK(""https://www.ebay.com/itm/336780487190?_skw=vintage+watch&hash=item4e69ae6a16:g:hYYAAeSwqh9o0YmR"", ""Open eBay"")",https://i.ebayimg.com/images/g/hYYAAeSwqh9o0YmR/s-l225.jpg
vintage watch,EBAY_US,Vintage Seiko 6309-8049 Automatic Gold Textured Dial Day Date 17J Watch 1977,127,12h 0m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831031436?_skw=vintage+watch&hash=item4a3bcf748c:g:5RoAAeSwWOBqnH2U"", ""Open eBay"")",https://i.ebayimg.com/images/g/5RoAAeSwWOBqnH2U/s-l225.jpg
vintage watch,EBAY_US,Vintage Seiko 5Y30-7039 Quartz Black Gold Trim Minimalist Dress Watch,60,12h 2m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831034089?_skw=vintage+watch&hash=item4a3bcf7ee9:g:4QoAAeSwuQtqnH3r"", ""Open eBay"")",https://i.ebayimg.com/images/g/4QoAAeSwuQtqnH3r/s-l225.jpg
vintage watch,EBAY_US,"Vintage Compu chron,  texas instrument,  led watch lot",200,12h 27m,"Buy It Now, Bidding",Pre-owned - Excellent,UNKNOWN,N/A,None,conniemac12,"=HYPERLINK(""https://www.ebay.com/itm/137703462504?_skw=vintage+watch&hash=item200fc41668:g:dIsAAeSwislqk0iN"", ""Open eBay"")",https://i.ebayimg.com/images/g/dIsAAeSwislqk0iN/s-l225.jpg
vintage watch,EBAY_US,"Lot of 8 Vintage Watch Faces (Paul Jardin, Bugle Boy, Quartz, Etc...)",70,12h 28m,"Buy It Now, Bidding",Pre-owned - Fair,UNKNOWN,N/A,None,johna_colvi,"=HYPERLINK(""https://www.ebay.com/itm/227507970133?_skw=vintage+watch&hash=item34f8882055:g:lxoAAeSwWOBqk0k1"", ""Open eBay"")",https://i.ebayimg.com/images/g/lxoAAeSwWOBqk0k1/s-l225.jpg
vintage watch,EBAY_US,Vintage Hilton Quartz Women's Wristwatch - New Battery,50,12h 31m,"Buy It Now, Bidding",Seller refurbished,UNKNOWN,N/A,None,whitebuffalowoman,"=HYPERLINK(""https://www.ebay.com/itm/267777140105?_skw=vintage+watch&hash=item3e58c2e589:g:BZYAAeSwMfVqnIRU"", ""Open eBay"")",https://i.ebayimg.com/images/g/BZYAAeSwMfVqnIRU/s-l225.jpg
vintage watch,EBAY_US,Vintage LeJour Jurvac Vacuum Sealed 10ATM Automatic 17J Gold Cushion Watch,270,12h 45m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831166334?_skw=vintage+watch&hash=item4a3bd1837e:g:IM8AAeSwzVlqkzqQ"", ""Open eBay"")",https://i.ebayimg.com/images/g/IM8AAeSwzVlqkzqQ/s-l225.jpg
vintage watch,EBAY_US,Vintage Wittnauer Automatic Small Seconds Dress Watch,78,12h 46m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831167717?_skw=vintage+watch&hash=item4a3bd188e5:g:Ph4AAeSwoi5qckaU"", ""Open eBay"")",https://i.ebayimg.com/images/g/Ph4AAeSwoi5qckaU/s-l225.jpg
vintage watch,EBAY_US,Vintage Bulova Gold-Tone Dress Watch with Date and Sub-Seconds,90,12h 46m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831167797?_skw=vintage+watch&hash=item4a3bd18935:g:Q20AAeSwPAZqckh3"", ""Open eBay"")",https://i.ebayimg.com/images/g/Q20AAeSwPAZqckh3/s-l225.jpg
vintage watch,EBAY_US,Vintage Benrus Citation Electronic Gold Tone Day Date 1970s Cushion Case Watch,76,12h 46m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831168056?_skw=vintage+watch&hash=item4a3bd18a38:g:A14AAeSwZB9qckec"", ""Open eBay"")",https://i.ebayimg.com/images/g/A14AAeSwZB9qckec/s-l225.jpg
vintage watch,EBAY_US,Vintage Lucien Piccard 36595 Automatic 17J Grey Day-Date Cushion Watch 1970s,109,12h 46m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831168183?_skw=vintage+watch&hash=item4a3bd18ab7:g:RIYAAeSwdJpqckX8"", ""Open eBay"")",https://i.ebayimg.com/images/g/RIYAAeSwdJpqckX8/s-l225.jpg
vintage watch,EBAY_US,Fossil Blue AM-3319 Vintage Quartz Blue Dial Stainless Steel Watch 39mm,90,12h 46m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831168185?_skw=vintage+watch&hash=item4a3bd18ab9:g:dBMAAeSwzkRqnIhX"", ""Open eBay"")",https://i.ebayimg.com/images/g/dBMAAeSwzkRqnIhX/s-l225.jpg
vintage watch,EBAY_US,Vintage Wittnauer Wristwatch 10k RGP Swiss Automatic,108,12h 47m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,$384,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831168949?_skw=vintage+watch&hash=item4a3bd18db5:g:Ba0AAeSwf4JqW5Gv"", ""Open eBay"")",https://i.ebayimg.com/images/g/Ba0AAeSwf4JqW5Gv/s-l225.jpg
vintage watch,EBAY_US,Rare & Vintage Wittnauer  DIAMOND AWARD Gold Quartz Watch NOS,225,12h 47m,"Buy It Now, Bidding",New with imperfections,UNKNOWN,N/A,None,luna-69,"=HYPERLINK(""https://www.ebay.com/itm/147552822694?_skw=vintage+watch&hash=item225ad565a6:g:opEAAeSwiuJqgJGD"", ""Open eBay"")",https://i.ebayimg.com/images/g/opEAAeSwiuJqgJGD/s-l225.jpg
vintage watch,EBAY_US,Vintage Gruen Precision Men's Watch 17 Jewels FE M101 Mechanical Hand-Winding,95,12h 59m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,ti_770064,"=HYPERLINK(""https://www.ebay.com/itm/168666963281?_skw=vintage+watch&hash=item2745559d51:g:qvQAAeSwSUlqnIVi"", ""Open eBay"")",https://i.ebayimg.com/images/g/qvQAAeSwSUlqnIVi/s-l225.jpg
vintage watch,EBAY_US,Vintage Hong Kong Watch Lot/ Chevrolet Watch,81,13h 4m,"Buy It Now, Bidding",New with imperfections,UNKNOWN,N/A,None,lar_431120,"=HYPERLINK(""https://www.ebay.com/itm/137703552756?_skw=vintage+watch&hash=item200fc576f4:g:EoEAAeSws4lqd59p"", ""Open eBay"")",https://i.ebayimg.com/images/g/EoEAAeSws4lqd59p/s-l225.jpg
vintage watch,EBAY_US,SEIKO SPORTSMATIC 5 VINTAGE 6619-8110 AUTOMATIC 21 JEWEL MENS WORKING/runs fast,142,13h 8m,"Buy It Now, Bidding",Pre-owned - Fair,RUNNING,N/A,None,stosh.d35,"=HYPERLINK(""https://www.ebay.com/itm/398352532997?_skw=vintage+watch&hash=item5cbfa94605:g:6k4AAeSwEOxpDzfm"", ""Open eBay"")",https://i.ebayimg.com/images/g/6k4AAeSwEOxpDzfm/s-l225.jpg
vintage watch,EBAY_US,Bulova Women's Vintage,100,13h 8m,"Buy It Now, Bidding",For parts or not working,UNKNOWN,N/A,None,jafos_4097,"=HYPERLINK(""https://www.ebay.com/itm/407195827598?_skw=vintage+watch&hash=item5ecec33d8e:g:xrUAAeSwocpqgNwa"", ""Open eBay"")",https://i.ebayimg.com/images/g/xrUAAeSwocpqgNwa/s-l225.jpg
vintage watch,EBAY_US,🔥🔥 Vintage BULOVA ACCUTRON - P0 (1980) - Swiss Quartz Day / Date Wristwatch !!,195,14h 19m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,z-exchange,"=HYPERLINK(""https://www.ebay.com/itm/158262010920?_skw=vintage+watch&hash=item24d926a428:g:VFEAAOSw9t1j62Ov"", ""Open eBay"")",https://i.ebayimg.com/images/g/VFEAAOSw9t1j62Ov/s-l225.jpg
vintage watch,EBAY_US,JOEFOX The Commander Vintage Chronograph Watch,86,14h 33m,"Buy It Now, Bidding",New with box and papers,UNKNOWN,N/A,None,sicolo66,"=HYPERLINK(""https://www.ebay.com/itm/128058434785?_skw=vintage+watch&hash=item1dd0e0a4e1:g:knwAAeSwMbhqfkv6"", ""Open eBay"")",https://i.ebayimg.com/images/g/knwAAeSwMbhqfkv6/s-l225.jpg
vintage watch,EBAY_US,Vintage 1990’s Gold Plated CQ CITIZEN Ladies Watch 3220-872085 New Battery,75,14h 42m,"Buy It Now, Bidding",Pre-owned - Excellent,UNKNOWN,N/A,None,vintagesearchparty,"=HYPERLINK(""https://www.ebay.com/itm/227501455215?_skw=vintage+watch&hash=item34f824b76f:g:6wQAAeSw61Rqlc8c"", ""Open eBay"")",https://i.ebayimg.com/images/g/6wQAAeSw61Rqlc8c/s-l225.jpg
vintage watch,EBAY_US,Vintage Hamilton SEA VIEW III - Late 60s/Early 70s - Runs Well - VGC - All Orig,399,14h 42m,"Buy It Now, Bidding",Pre-owned - Good,RUNNING,N/A,None,tnwareagle,"=HYPERLINK(""https://www.ebay.com/itm/327344028898?_skw=vintage+watch&hash=item4c37397ce2:g:6DAAAeSwc8Fqk2he"", ""Open eBay"")",https://i.ebayimg.com/images/g/6DAAAeSwc8Fqk2he/s-l225.jpg
vintage watch,EBAY_US,Vintage Seiko 2906-0320 Hi-Beat Automatic Ladies Watch 17J Runs Stops Repair,59,14h 43m,"Buy It Now, Bidding",For parts or not working,RUNNING,N/A,None,arthur_co,"=HYPERLINK(""https://www.ebay.com/itm/206538461592?_skw=vintage+watch&hash=item3016a6d198:g:ej4AAeSwn~xqdgZB"", ""Open eBay"")",https://i.ebayimg.com/images/g/ej4AAeSwn~xqdgZB/s-l225.jpg
vintage watch,EBAY_US,"KENT Rare Vintage Mens Goldplated Watch, French.  17 Jewels, Sets, winds,OG box",295,14h 56m,"Buy It Now, Bidding",New without box or papers,UNKNOWN,N/A,None,installbyv195g,"=HYPERLINK(""https://www.ebay.com/itm/327339115563?_skw=vintage+watch&hash=item4c36ee842b:g:~34AAeSwvLhqgZWh"", ""Open eBay"")",https://i.ebayimg.com/images/g/~34AAeSwvLhqgZWh/s-l225.jpg
vintage watch,EBAY_US,Vintage Hamilton SEA VIEW III - Late 60s/Early 70s - Runs Well - VGC - Gold Tone,349,15h 7m,"Buy It Now, Bidding",Pre-owned - Good,RUNNING,N/A,None,tnwareagle,"=HYPERLINK(""https://www.ebay.com/itm/327344057572?_skw=vintage+watch&hash=item4c3739ece4:g:Ml8AAeSwGGJqk24N"", ""Open eBay"")",https://i.ebayimg.com/images/g/Ml8AAeSwGGJqk24N/s-l225.jpg
vintage watch,EBAY_US,VINTAGE SEIKO 5 AUTOMATIC 2949A JAPAN BOY ORIGINAL DIAL WATCH a2837-U,64,15h 23m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227511125747?_skw=vintage+watch&hash=item34f8b846f3:g:9j0AAeSwcShqfySF"", ""Open eBay"")",https://i.ebayimg.com/images/g/9j0AAeSwcShqfySF/s-l225.jpg
vintage watch,EBAY_US,Lorus Diver 100m Vintage (Seiko) Watch Black Dial 40mm VX43-X041 [Hand Mod],670,15h 29m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,tinymarket23,"=HYPERLINK(""https://www.ebay.com/itm/377474247576?_skw=vintage+watch&hash=item57e337eb98:g:iw0AAeSwp49qgQX~"", ""Open eBay"")",https://i.ebayimg.com/images/g/iw0AAeSwp49qgQX~/s-l225.jpg
vintage watch,EBAY_US,Vintage Ecclissi Sterling Silver Quartz Women’s Watch White Dial Arabic Numerals,200,15h 33m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,clarklor,"=HYPERLINK(""https://www.ebay.com/itm/237052170133?_skw=vintage+watch&hash=item3731690f95:g:M2cAAeSwGEZqijW0"", ""Open eBay"")",https://i.ebayimg.com/images/g/M2cAAeSwGEZqijW0/s-l225.jpg
vintage watch,EBAY_US,GENUINE VINTAGE SEIKO 5 AUTOMATIC 7019A JAPAN MENS SILVER DIAL WATCH a3029-U,100,15h 38m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227511143393?_skw=vintage+watch&hash=item34f8b88be1:g:cEQAAeSwXyxqhxK7"", ""Open eBay"")",https://i.ebayimg.com/images/g/cEQAAeSwXyxqhxK7/s-l225.jpg
vintage watch,EBAY_US,6 VINTAGE RED LED MENS WATCHES QUARTZ HARD TO FIND THESE RED FACE WATCHES,120,15h 38m,"Buy It Now, Bidding",For parts or not working,UNKNOWN,N/A,None,martinwholesale,"=HYPERLINK(""https://www.ebay.com/itm/168667212698?_skw=vintage+watch&hash=item2745596b9a:g:NyQAAeSwG~Vqd8BI"", ""Open eBay"")",https://i.ebayimg.com/images/g/NyQAAeSwG~Vqd8BI/s-l225.jpg
vintage watch,EBAY_US,Vintage Benrus 3 Star Series 7835 Bumper Automatic Swiss Men's Watch Patina DT15,135,15h 44m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,gargru1806,"=HYPERLINK(""https://www.ebay.com/itm/318831728578?_skw=vintage+watch&hash=item4a3bda17c2:g:dEIAAeSw3EVqk2YL"", ""Open eBay"")",https://i.ebayimg.com/images/g/dEIAAeSw3EVqk2YL/s-l225.jpg
vintage watch,EBAY_US,GENUINE VINTAGE SEIKO 5 AUTOMATIC 7S26A JAPAN MENS ORIGINAL DIAL WATCH a2598-U,142,15h 53m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227511156866?_skw=vintage+watch&hash=item34f8b8c082:g:ldoAAeSwGDJqnYna"", ""Open eBay"")",https://i.ebayimg.com/images/g/ldoAAeSwGDJqnYna/s-l225.jpg
vintage watch,EBAY_US,Bulova 1977 Joy Accutron Mens Vintage Wrist Watch Original,130,15h 56m,"Buy It Now, Bidding",For parts or not working,UNKNOWN,N/A,None,sunset3566,"=HYPERLINK(""https://www.ebay.com/itm/188877954911?_skw=vintage+watch&hash=item2bfa00df5f:g:CwIAAeSwezhpsr37"", ""Open eBay"")",https://i.ebayimg.com/images/g/CwIAAeSwezhpsr37/s-l225.jpg
vintage watch,EBAY_US,"christian bernard woman blue leather watch 3335 fr sale is an elegant, vintage 5",149,16h 0m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,barpee21,"=HYPERLINK(""https://www.ebay.com/itm/800618672650?_skw=vintage+watch&hash=itemba6897720a:g:VH4AAeSwwyJqd8YK"", ""Open eBay"")",https://i.ebayimg.com/images/g/VH4AAeSwwyJqd8YK/s-l225.jpg
vintage watch,EBAY_US,GENUINE VINTAGE SEIKO 5 AUTOMATIC 4227A JAPAN BOY ORIGINAL DIAL WATCH a2689-U,168,16h 8m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227511173925?_skw=vintage+watch&hash=item34f8b90325:g:4O8AAeSw0HxqluXp"", ""Open eBay"")",https://i.ebayimg.com/images/g/4O8AAeSw0HxqluXp/s-l225.jpg
vintage watch,EBAY_US,RARE VINTAGE SEIKO 5 AUTOMATIC 7009A JAPAN MENS SILVER COLOR DIAL WATCH a3045-U,114,16h 23m,"Buy It Now, Bidding",Pre-owned - Good,UNKNOWN,N/A,None,km_holdings,"=HYPERLINK(""https://www.ebay.com/itm/227511183853?_skw=vintage+watch&hash=item34f8b929ed:g:OqMAAeSwHUpqhwwO"", ""Open eBay"")",https://i.ebayimg.com/images/g/OqMAAeSwHUpqhwwO/s-l225.jpg
